年份,縣市,鄉鎮市區,里別,實體獨立門牌數,實體街區真實消費產值(百萬元),台電低壓營業用電量指數,電信人潮與停留時長指數,店面空置與業態降級率(%),地表真實街景狀態,存續營利事業累積家數,該年新設家數,開立發票店家數,登記資本總額(元),登記資本總額(萬元),平均資本額(元),申報體系推估銷售額(千元)
1998,花蓮縣,花蓮市,民立里,12,20.0,79.6,33.6,4.8,民立里常民生活與社區商業,13,2,9,65532000,6553.2,5040923,167142.6
1998,花蓮縣,花蓮市,民運里,50,53.1,82.8,37.4,5.6,民運里常民生活與社區商業,53,3,21,294440000,29444.0,5555471,487455.2
1999,花蓮縣,花蓮市,主信里,32,34.7,82.5,36.4,4.9,主信里常民生活與社區商業,33,0,13,87257000,8725.7,2644151,294880.6
1999,花蓮縣,花蓮市,主力里,80,537.6,114.0,110.0,2.5,金三角全盛初期，中正/中山路一線店面一位難求,80,4,50,222409000,22240.9,2780112,946792.7
1999,花蓮縣,花蓮市,主勤里,34,40.8,82.6,36.6,5.3,主勤里常民生活與社區商業,35,2,17,70103000,7010.3,2002942,351108.2
1999,花蓮縣,花蓮市,主和里,40,44.3,83.1,37.2,4.9,主和里常民生活與社區商業,41,1,17,81252000,8125.2,1981756,374800.2
1999,花蓮縣,花蓮市,主商里,41,300.7,114.0,110.0,2.5,金三角全盛初期，中正/中山路一線店面一位難求,42,1,23,1042654000,104265.4,24825095,530512.3
1999,花蓮縣,花蓮市,主學里,36,43.2,82.8,36.8,7.7,主學里常民生活與社區商業,36,1,18,77640000,7764.0,2156666,368011.2
1999,花蓮縣,花蓮市,主安里,30,37.3,82.3,36.2,6.5,主安里常民生活與社區商業,34,2,16,135787000,13578.7,3993735,340063.0
1999,花蓮縣,花蓮市,主工里,26,206.3,114.0,110.0,2.5,金三角全盛初期，中正/中山路一線店面一位難求,27,4,12,16727000,1672.7,619518,253938.2
1999,花蓮縣,花蓮市,主權里,69,91.0,85.5,40.1,7.3,主權里常民生活與社區商業,70,8,41,161662000,16166.2,2309457,791433.0
1999,花蓮縣,花蓮市,主睦里,37,38.8,82.9,36.9,5.3,主睦里常民生活與社區商業,37,3,14,83467000,8346.7,2255864,322277.4
1999,花蓮縣,花蓮市,主義里,13,20.0,80.9,34.5,4.5,主義里常民生活與社區商業,14,1,4,4510000,451.0,322142,103560.8
1999,花蓮縣,花蓮市,主計里,18,20.0,81.3,35.0,4.9,主計里常民生活與社區商業,18,2,4,57726000,5772.6,3207000,123018.1
1999,花蓮縣,花蓮市,主農里,44,51.6,83.5,37.6,5.3,主農里常民生活與社區商業,44,5,21,49516000,4951.6,1125363,433661.3
1999,花蓮縣,花蓮市,國光里,33,36.5,82.5,36.5,4.9,國光里常民生活與社區商業,33,1,14,36794000,3679.4,1114969,303343.5
1999,花蓮縣,花蓮市,國威里,48,338.7,114.0,110.0,2.5,金三角全盛初期，中正/中山路一線店面一位難求,50,6,27,360260000,36026.0,7205200,556320.8
1999,花蓮縣,花蓮市,國安里,29,32.9,82.2,36.1,5.3,國安里常民生活與社區商業,30,2,13,47092000,4709.2,1569733,280267.4
1999,花蓮縣,花蓮市,國富里,85,105.2,86.9,41.7,5.7,國富里常民生活與社區商業,88,9,45,113794900,11379.5,1293123,906003.6
1999,花蓮縣,花蓮市,國強里,19,29.7,81.4,35.1,5.3,國強里常民生活與社區商業,21,1,15,75615000,7561.5,3600714,273349.2
1999,花蓮縣,花蓮市,國慶里,19,28.4,81.4,35.1,4.9,國慶里常民生活與社區商業,20,3,14,2490978745,249097.9,124548937,450278.3
1999,花蓮縣,花蓮市,國治里,31,35.3,82.4,36.3,6.1,國治里常民生活與社區商業,31,2,14,57964400,5796.4,1869819,297437.2
1999,花蓮縣,花蓮市,國盛里,39,55.0,83.0,37.1,8.9,國盛里常民生活與社區商業,47,4,26,127345000,12734.5,2709468,513787.6
1999,花蓮縣,花蓮市,國福里,8,20.0,80.5,34.0,4.9,國福里常民生活與社區商業,8,0,5,11243000,1124.3,1405375,93799.4
1999,花蓮縣,花蓮市,國聯里,93,142.3,87.5,42.5,8.1,國聯里常民生活與社區商業,116,10,71,1549358840,154935.9,13356541,1452248.7
1999,花蓮縣,花蓮市,國興里,23,24.5,81.7,35.5,5.3,國興里常民生活與社區商業,23,2,9,154120000,15412.0,6700869,212229.6
1999,花蓮縣,花蓮市,國華里,30,37.3,82.3,36.2,4.9,國華里常民生活與社區商業,31,1,16,42083000,4208.3,1357516,321166.6
1999,花蓮縣,花蓮市,國裕里,57,87.9,84.5,38.9,6.1,國裕里常民生活與社區商業,71,1,44,978967410,97896.7,13788273,898117.4
1999,花蓮縣,花蓮市,國防里,12,20.0,80.8,34.4,4.5,國防里常民生活與社區商業,14,1,9,18902000,1890.2,1350142,167212.2
1999,花蓮縣,花蓮市,國風里,49,65.7,83.9,38.1,5.7,國風里常民生活與社區商業,50,4,30,122206000,12220.6,2444120,574776.5
1999,花蓮縣,花蓮市,國魂里,29,41.7,82.2,36.1,5.7,國魂里常民生活與社區商業,31,3,20,797492300,79749.2,25725558,431599.4
1999,花蓮縣,花蓮市,民主里,18,61.5,86.0,44.8,5.0,民主里常民生活與社區商業,19,2,2,106495000,10649.5,5605000,105719.6
1999,花蓮縣,花蓮市,民享里,23,28.2,81.7,35.5,6.1,民享里常民生活與社區商業,23,2,12,69032000,6903.2,3001391,242922.6
1999,花蓮縣,花蓮市,民勤里,25,34.4,81.9,35.7,5.3,民勤里常民生活與社區商業,26,0,16,80576400,8057.6,3099092,305246.1
1999,花蓮縣,花蓮市,民孝里,34,49.6,82.6,36.6,4.9,民孝里常民生活與社區商業,48,5,24,260717000,26071.7,5431604,503257.4
1999,花蓮縣,花蓮市,民德里,18,20.4,81.3,35.0,5.3,民德里常民生活與社區商業,18,1,8,25642000,2564.2,1424555,170451.4
1999,花蓮縣,花蓮市,民心里,90,161.9,87.3,42.2,4.9,民心里常民生活與社區商業,94,4,88,1774337500,177433.8,18875930,1599147.0
1999,花蓮縣,花蓮市,民意里,14,20.0,81.0,34.6,4.5,民意里常民生活與社區商業,14,0,9,241870000,24187.0,17276428,185049.6
1999,花蓮縣,花蓮市,民政里,32,43.4,82.5,36.4,4.5,民政里常民生活與社區商業,34,2,20,114071848,11407.2,3355054,388325.7
1999,花蓮縣,花蓮市,民族里,36,43.0,44.0,18.2,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,39,1,14,297551000,29755.1,7629512,347004.1
1999,花蓮縣,花蓮市,民有里,4,20.0,80.1,33.6,4.5,民有里常民生活與社區商業,4,1,1,156000,15.6,39000,27712.5
1999,花蓮縣,花蓮市,民樂里,4,20.0,80.1,33.6,4.5,民樂里常民生活與社區商業,4,0,1,20133000,2013.3,5033250,29310.6
1999,花蓮縣,花蓮市,民權里,6,20.0,80.3,33.8,4.5,民權里常民生活與社區商業,6,1,2,2061000,206.1,343500,47964.9
1999,花蓮縣,花蓮市,民治里,0,20.0,79.8,33.2,4.5,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
1999,花蓮縣,花蓮市,民生里,83,213.6,86.0,44.8,5.0,民生里常民生活與社區商業,86,1,25,88990000,8899.0,1034767,646419.2
1999,花蓮縣,花蓮市,民立里,15,23.6,81.0,34.7,4.9,民立里常民生活與社區商業,16,3,12,80732000,8073.2,5045750,217258.6
1999,花蓮縣,花蓮市,民運里,50,55.0,84.0,38.2,5.7,民運里常民生活與社區商業,53,0,21,294440000,29444.0,5555471,487455.2
2000,花蓮縣,花蓮市,主信里,34,38.3,83.8,37.4,5.0,主信里常民生活與社區商業,35,2,14,90260000,9026.0,2578857,315220.8
2000,花蓮縣,花蓮市,主力里,85,580.3,117.5,115.0,2.5,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,85,5,52,230427000,23042.7,2710905,991434.2
2000,花蓮縣,花蓮市,主勤里,36,46.0,84.0,37.6,5.4,主勤里常民生活與社區商業,37,2,19,70103000,7010.3,1894675,383708.2
2000,花蓮縣,花蓮市,主和里,42,49.6,84.5,38.2,5.0,主和里常民生活與社區商業,43,2,19,86452000,8645.2,2010511,407816.2
2000,花蓮縣,花蓮市,主商里,44,338.5,117.5,115.0,2.5,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,45,3,25,1043104000,104310.4,23180088,566948.3
2000,花蓮縣,花蓮市,主學里,36,44.7,84.0,37.6,7.8,主學里常民生活與社區商業,36,0,18,77640000,7764.0,2156666,368011.2
2000,花蓮縣,花蓮市,主安里,30,38.6,83.5,37.0,6.6,主安里常民生活與社區商業,35,1,16,135987000,13598.7,3885342,343879.0
2000,花蓮縣,花蓮市,主工里,30,251.8,117.5,115.0,2.5,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,31,4,15,42257000,4225.7,1363129,308680.6
2000,花蓮縣,花蓮市,主權里,74,101.0,87.2,41.4,7.4,主權里常民生活與社區商業,75,5,44,172052000,17205.2,2294026,848764.2
2000,花蓮縣,花蓮市,主睦里,39,46.5,84.2,37.9,5.4,主睦里常民生活與社區商業,41,4,18,123877000,12387.7,3021390,390710.2
2000,花蓮縣,花蓮市,主義里,13,20.0,82.1,35.3,4.6,主義里常民生活與社區商業,14,0,4,4510000,451.0,322142,103560.8
2000,花蓮縣,花蓮市,主計里,18,20.0,82.5,35.8,5.0,主計里常民生活與社區商業,18,0,4,57726000,5772.6,3207000,123018.1
2000,花蓮縣,花蓮市,主農里,46,54.5,84.8,38.6,5.4,主農里常民生活與社區商業,46,2,21,49569000,4956.9,1077586,441265.5
2000,花蓮縣,花蓮市,國光里,34,38.3,83.8,37.4,5.0,國光里常民生活與社區商業,34,1,14,36797000,3679.7,1082264,307143.8
2000,花蓮縣,花蓮市,國威里,53,386.7,117.5,115.0,2.5,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,55,5,30,361483000,36148.3,6572418,612918.6
2000,花蓮縣,花蓮市,國安里,29,34.1,83.4,36.9,5.4,國安里常民生活與社區商業,30,0,13,47092000,4709.2,1569733,280267.4
2000,花蓮縣,花蓮市,國富里,90,115.7,88.5,43.0,5.8,國富里常民生活與社區商業,93,5,48,166800900,16680.1,1793558,966744.1
2000,花蓮縣,花蓮市,國強里,21,34.5,82.8,36.1,5.4,國強里常民生活與社區商業,23,2,17,78665000,7866.5,3420217,306193.2
2000,花蓮縣,花蓮市,國慶里,20,31.3,82.7,36.0,5.0,國慶里常民生活與社區商業,21,1,15,2491978745,249197.9,118665654,466658.3
2000,花蓮縣,花蓮市,國治里,32,38.4,83.7,37.2,6.2,國治里常民生活與社區商業,32,1,15,63964400,6396.4,1998887,314217.2
2000,花蓮縣,花蓮市,國盛里,42,59.9,84.5,38.2,9.0,國盛里常民生活與社區商業,50,3,27,131000000,13100.0,2620000,537980.0
2000,花蓮縣,花蓮市,國福里,8,20.0,81.7,34.8,5.0,國福里常民生活與社區商業,8,0,5,11243000,1124.3,1405375,93799.4
2000,花蓮縣,花蓮市,國聯里,97,152.2,89.1,43.7,8.2,國聯里常民生活與社區商業,120,4,73,1550441840,155044.2,12920348,1492535.3
2000,花蓮縣,花蓮市,國興里,27,31.6,83.2,36.7,5.4,國興里常民生活與社區商業,27,4,12,154875000,15487.5,5736111,264990.0
2000,花蓮縣,花蓮市,國華里,30,38.6,83.5,37.0,5.0,國華里常民生活與社區商業,31,0,16,42083000,4208.3,1357516,321166.6
2000,花蓮縣,花蓮市,國裕里,63,99.6,86.2,40.3,6.2,國裕里常民生活與社區商業,77,6,48,1010970410,101097.0,13129485,973477.6
2000,花蓮縣,花蓮市,國防里,12,20.0,82.0,35.2,4.6,國防里常民生活與社區商業,14,0,9,18902000,1890.2,1350142,167212.2
2000,花蓮縣,花蓮市,國風里,52,72.4,85.3,39.2,5.8,國風里常民生活與社區商業,54,4,32,147389000,14738.9,2729425,616991.1
2000,花蓮縣,花蓮市,國魂里,31,46.9,83.6,37.1,5.8,國魂里常民生活與社區商業,33,2,22,799592300,79959.2,24230069,464367.4
2000,花蓮縣,花蓮市,民主里,20,72.2,87.5,46.0,5.0,民主里常民生活與社區商業,22,3,2,106511000,10651.1,4841409,117120.9
2000,花蓮縣,花蓮市,民享里,25,31.7,83.1,36.5,6.2,民享里常民生活與社區商業,25,2,13,69035000,6903.5,2761400,263022.8
2000,花蓮縣,花蓮市,民勤里,25,35.6,83.1,36.5,5.4,民勤里常民生活與社區商業,26,0,16,80576400,8057.6,3099092,305246.1
2000,花蓮縣,花蓮市,民孝里,35,51.9,83.9,37.5,5.0,民孝里常民生活與社區商業,52,4,24,261020000,26102.0,5019615,518481.6
2000,花蓮縣,花蓮市,民德里,18,21.1,82.5,35.8,5.4,民德里常民生活與社區商業,18,0,8,25642000,2564.2,1424555,170451.4
2000,花蓮縣,花蓮市,民心里,94,177.7,88.8,43.4,5.0,民心里常民生活與社區商業,101,7,94,1976637500,197663.8,19570668,1716931.0
2000,花蓮縣,花蓮市,民意里,14,20.0,82.2,35.4,4.6,民意里常民生活與社區商業,14,0,9,241870000,24187.0,17276428,185049.6
2000,花蓮縣,花蓮市,民政里,33,45.5,83.8,37.3,4.6,民政里常民生活與社區商業,35,1,20,114076848,11407.7,3259338,392126.1
2000,花蓮縣,花蓮市,民族里,36,45.0,45.0,19.0,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,39,0,14,297551000,29755.1,7629512,347004.1
2000,花蓮縣,花蓮市,民有里,4,20.0,81.3,34.4,4.6,民有里常民生活與社區商業,4,0,1,156000,15.6,39000,27712.5
2000,花蓮縣,花蓮市,民樂里,4,20.0,81.3,34.4,4.6,民樂里常民生活與社區商業,4,0,1,20133000,2013.3,5033250,29310.6
2000,花蓮縣,花蓮市,民權里,6,20.0,81.5,34.6,4.6,民權里常民生活與社區商業,6,0,2,2061000,206.1,343500,47964.9
2000,花蓮縣,花蓮市,民治里,0,20.0,81.0,34.0,4.6,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
2000,花蓮縣,花蓮市,民生里,85,230.0,87.5,46.0,5.0,民生里常民生活與社區商業,89,3,27,90390000,9039.0,1015617,682931.2
2000,花蓮縣,花蓮市,民立里,16,26.4,82.3,35.6,5.0,民立里常民生活與社區商業,17,1,13,81222000,8122.2,4777764,233597.8
2000,花蓮縣,花蓮市,民運里,53,62.6,85.4,39.3,5.8,民運里常民生活與社區商業,56,3,24,315640000,31564.0,5636428,538051.2
2001,花蓮縣,花蓮市,主信里,35,40.2,85.1,38.3,5.1,主信里常民生活與社區商業,36,1,14,90263000,9026.3,2507305,319021.0
2001,花蓮縣,花蓮市,主力里,87,721.0,120.0,120.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,87,2,54,235627000,23562.7,2708356,1024450.2
2001,花蓮縣,花蓮市,主勤里,37,49.5,85.3,38.5,5.5,主勤里常民生活與社區商業,38,1,20,70303000,7030.3,1850078,400024.2
2001,花蓮縣,花蓮市,主和里,48,56.2,86.2,39.6,5.1,主和里常民生活與社區商業,49,6,20,115728000,11572.8,2361795,445458.2
2001,花蓮縣,花蓮市,主商里,44,346.9,120.0,120.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,45,0,25,1043104000,104310.4,23180088,566948.3
2001,花蓮縣,花蓮市,主學里,40,51.3,85.5,38.8,7.9,主學里常民生活與社區商業,40,4,20,127663000,12766.3,3191575,412213.0
2001,花蓮縣,花蓮市,主安里,34,46.3,85.0,38.2,6.7,主安里常民生活與社區商業,39,4,19,141584000,14158.4,3630358,397026.7
2001,花蓮縣,花蓮市,主工里,34,257.9,120.0,120.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,35,4,18,132460000,13246.0,3784571,368596.8
2001,花蓮縣,花蓮市,主權里,82,114.6,89.0,43.0,7.5,主權里常民生活與社區商業,83,8,48,179558000,17955.8,2163349,929764.6
2001,花蓮縣,花蓮市,主睦里,41,50.6,85.6,38.9,5.5,主睦里常民生活與社區商業,43,2,19,124080000,12408.0,2885581,410826.4
2001,花蓮縣,花蓮市,主義里,13,20.0,83.3,36.1,4.7,主義里常民生活與社區商業,14,0,4,4510000,451.0,322142,103560.8
2001,花蓮縣,花蓮市,主計里,20,20.0,83.9,36.8,5.1,主計里常民生活與社區商業,20,2,5,58126000,5812.6,2906300,143150.1
2001,花蓮縣,花蓮市,主農里,48,58.9,86.2,39.6,5.5,主農里常民生活與社區商業,48,2,22,87572000,8757.2,1824416,464405.8
2001,花蓮縣,花蓮市,國光里,36,40.8,85.2,38.4,5.1,國光里常民生活與社區商業,36,2,14,36827000,3682.7,1022972,314746.2
2001,花蓮縣,花蓮市,國威里,57,438.7,120.0,120.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,60,5,31,361766000,36176.6,6029433,644441.3
2001,花蓮縣,花蓮市,國安里,30,35.8,84.7,37.8,5.5,國安里常民生活與社區商業,31,1,13,47097000,4709.7,1519258,284067.8
2001,花蓮縣,花蓮市,國富里,102,134.9,90.7,45.0,5.9,國富里常民生活與社區商業,105,12,54,174279900,17428.0,1659808,1087942.4
2001,花蓮縣,花蓮市,國強里,22,37.6,84.0,37.0,5.5,國強里常民生活與社區商業,24,1,18,78865000,7886.5,3286041,322509.2
2001,花蓮縣,花蓮市,國慶里,22,36.3,84.0,37.0,5.1,國慶里常民生活與社區商業,23,2,17,2492418745,249241.9,108366032,499293.5
2001,花蓮縣,花蓮市,國治里,33,40.3,85.0,38.1,6.3,國治里常民生活與社區商業,33,1,15,63967400,6396.7,1938406,318017.4
2001,花蓮縣,花蓮市,國盛里,47,70.4,86.1,39.5,9.1,國盛里常民生活與社區商業,55,5,31,136691000,13669.1,2485290,607435.3
2001,花蓮縣,花蓮市,國福里,10,20.0,83.0,35.8,5.1,國福里常民生活與社區商業,10,2,5,11251000,1125.1,1125100,101400.1
2001,花蓮縣,花蓮市,國聯里,102,164.4,90.7,45.0,8.3,國聯里常民生活與社區商業,125,5,76,1554655840,155465.6,12437246,1549372.5
2001,花蓮縣,花蓮市,國興里,31,36.4,84.8,37.9,5.5,國興里常民生活與社區商業,31,4,13,155173000,15517.3,5005580,292713.8
2001,花蓮縣,花蓮市,國華里,32,43.7,84.9,38.0,5.1,國華里常民生活與社區商業,33,2,18,43283000,4328.3,1311606,353862.6
2001,花蓮縣,花蓮市,國裕里,72,115.2,88.2,42.0,6.3,國裕里常民生活與社區商業,86,9,53,1017069410,101706.9,11826388,1070665.6
2001,花蓮縣,花蓮市,國防里,14,23.3,83.4,36.2,4.7,國防里常民生活與社區商業,16,2,11,20102000,2010.2,1256375,199908.2
2001,花蓮縣,花蓮市,國風里,58,82.5,87.0,40.6,5.9,國風里常民生活與社區商業,61,7,35,148473000,14847.3,2433983,681177.8
2001,花蓮縣,花蓮市,國魂里,34,51.7,85.0,38.2,5.9,國魂里常民生活與社區商業,36,3,23,802645300,80264.5,22295702,488511.6
2001,花蓮縣,花蓮市,民主里,27,89.4,89.0,47.2,5.0,民主里常民生活與社區商業,29,7,2,106608000,10660.8,3676137,143728.6
2001,花蓮縣,花蓮市,民享里,27,36.7,84.5,37.5,6.3,民享里常民生活與社區商業,27,2,15,121235000,12123.5,4490185,299798.8
2001,花蓮縣,花蓮市,民勤里,30,43.9,84.7,37.8,5.5,民勤里常民生活與社區商業,32,6,19,109044400,10904.4,3407637,367823.6
2001,花蓮縣,花蓮市,民孝里,37,56.2,85.3,38.5,5.1,民孝里常民生活與社區商業,55,3,25,273125000,27312.5,4965909,543350.0
2001,花蓮縣,花蓮市,民德里,20,25.7,83.9,36.8,5.5,民德里常民生活與社區商業,20,2,10,26292000,2629.2,1314600,203103.4
2001,花蓮縣,花蓮市,民心里,97,189.4,90.3,44.5,5.1,民心里常民生活與社區商業,104,3,97,2001637500,200163.8,19246514,1767831.0
2001,花蓮縣,花蓮市,民意里,15,21.3,83.5,36.3,4.7,民意里常民生活與社區商業,15,1,9,241873000,24187.3,16124866,188849.8
2001,花蓮縣,花蓮市,民政里,34,49.0,85.0,38.2,4.7,民政里常民生活與社區商業,36,1,21,126576848,12657.7,3516023,409426.1
2001,花蓮縣,花蓮市,民族里,38,47.0,46.0,19.8,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,41,2,15,298066000,29806.6,7269902,367145.3
2001,花蓮縣,花蓮市,民有里,5,20.0,82.6,35.3,4.7,民有里常民生活與社區商業,5,1,1,159000,15.9,31800,31512.7
2001,花蓮縣,花蓮市,民樂里,4,20.0,82.5,35.2,4.7,民樂里常民生活與社區商業,4,0,1,20133000,2013.3,5033250,29310.6
2001,花蓮縣,花蓮市,民權里,6,20.0,82.7,35.4,4.7,民權里常民生活與社區商業,6,0,2,2061000,206.1,343500,47964.9
2001,花蓮縣,花蓮市,民治里,0,20.0,82.2,34.8,4.7,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
2001,花蓮縣,花蓮市,民生里,90,250.3,89.0,47.2,5.0,民生里常民生活與社區商業,95,6,29,90446000,9044.6,952063,730735.7
2001,花蓮縣,花蓮市,民立里,17,29.2,83.6,36.5,5.1,民立里常民生活與社區商業,19,2,14,81225000,8122.5,4275000,253698.0
2001,花蓮縣,花蓮市,民運里,55,65.9,86.8,40.3,5.9,民運里常民生活與社區商業,58,2,24,315646000,31564.6,5442172,545651.7
2002,花蓮縣,花蓮市,主信里,35,41.5,86.3,39.1,5.2,主信里常民生活與社區商業,36,0,14,90263000,9026.3,2507305,319021.0
2002,花蓮縣,花蓮市,主力里,93,807.8,123.2,124.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,93,6,58,248027000,24802.7,2666956,1098242.2
2002,花蓮縣,花蓮市,主勤里,42,59.8,86.9,39.8,5.6,主勤里常民生活與社區商業,43,5,24,70902000,7090.2,1648883,469072.2
2002,花蓮縣,花蓮市,主和里,49,60.1,87.5,40.5,5.2,主和里常民生活與社區商業,51,2,21,115979000,11597.9,2274098,465578.3
2002,花蓮縣,花蓮市,主商里,44,381.9,123.2,124.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,45,0,25,1043104000,104310.4,23180088,566948.3
2002,花蓮縣,花蓮市,主學里,44,56.9,87.1,40.0,8.0,主學里常民生活與社區商業,44,4,21,127881000,12788.1,2906386,439930.5
